Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A3182,DataAnalyticsCourse,96.0,5070.0,210.63,27.0,10.0,10.416666666666668,1653.0,2024-11-18,Hyderabad,Tablet,online data analytic
A3184,DataAnalyticsCourse,151.0,3656.0,199.96,26.0,7.0,4.635761589403973,1566.0,2024-11-17,Hyderabad,Desktop,online data analytic
A3187,Data Analytcis Course,90.0,3235.0,211.4,29.0,10.0,11.11111111111111,1290.0,2024-11-19,Hyderabad,tablet,analytics for data
A3188,Data Analytics Corse,175.0,3832.0,245.61,27.0,5.0,2.857142857142857,1388.0,2024-11-26,Hyderabad,Desktop,data analitics online
A3191,Data Anlytics Corse,102.0,5229.0,208.55,30.0,5.0,4.901960784313726,1065.0,2024-11-15,Hyderabad,MOBILE,analytics for data
A3192,Data Analytcis Course,199.0,3754.0,220.16,26.0,7.0,3.5175879396984926,1262.0,2024-11-20,Hyderabad,tablet,data analytics course
A3200,DataAnalyticsCourse,140.0,4677.0,223.74,20.0,9.0,6.428571428571428,1610.0,2024-11-04,Hyderabad,mobile,learn data analytics
A3201,DataAnalyticsCourse,135.0,3793.0,190.88,24.0,9.0,6.666666666666667,1505.0,2024-11-19,Hyderabad,DESKTOP,data analitics online
A3204,Data Analytics Corse,128.0,4662.0,187.28,23.0,9.0,7.03125,1710.0,2024-11-13,Hyderabad,Desktop,data anaytics training
A3205,Data Analytcis Course,120.0,4453.0,240.34,23.0,8.0,6.666666666666667,1452.0,2024-11-26,Hyderabad,Tablet,online data analytic
A3211,DataAnalyticsCourse,96.0,5210.0,223.05,10.0,8.0,8.333333333333332,1483.0,2024-11-29,Hyderabad,tablet,online data analytic
A3213,Data Anlytics Corse,130.0,4109.0,207.1,19.0,6.0,4.615384615384616,1521.0,2024-11-16,Hyderabad,mobile,learn data analytics
A3215,Data Analytcis Course,143.0,3600.0,238.14,26.0,7.0,4.895104895104895,1891.0,2024-11-09,Hyderabad,Tablet,analytics for data
A3217,Data Analytcis Course,120.0,4507.0,214.76,29.0,5.0,4.166666666666666,1926.0,2024-11-30,Hyderabad,Mobile,data anaytics training
A3218,Data Analytcis Course,115.0,4857.0,195.05,29.0,9.0,7.82608695652174,1644.0,2024-11-17,Hyderabad,DESKTOP,data anaytics training
A3219,Data Anlytics Corse,175.0,5915.0,223.39,23.0,8.0,4.571428571428571,1595.0,2024-11-08,Hyderabad,TABLET,learn data analytics
A3221,Data Analytics Corse,114.0,5446.0,207.62,11.0,8.0,7.017543859649122,1355.0,2024-11-12,Hyderabad,MOBILE,data analitics online
A3225,Data Anlytics Corse,98.0,4302.0,183.4,16.0,9.0,9.183673469387756,1765.0,2024-11-19,Hyderabad,DESKTOP,data analytics course
A3227,DataAnalyticsCourse,81.0,3721.0,222.89,17.0,4.0,4.938271604938271,1690.0,2024-11-15,Hyderabad,Desktop,data analytics course
A3230,Data Analytics Corse,124.0,3924.0,188.66,24.0,6.0,4.838709677419355,1472.0,2024-11-04,Hyderabad,TABLET,data anaytics training
A3231,Data Analytcis Course,108.0,4126.0,219.33,22.0,3.0,2.7777777777777777,1275.0,2024-11-29,Hyderabad,Mobile,data analytics course
A3235,Data Anlytics Corse,147.0,3131.0,242.53,10.0,4.0,2.7210884353741496,1231.0,2024-11-18,Hyderabad,desktop,data analytics course
A3236,Data Anlytics Corse,88.0,5145.0,242.9,16.0,10.0,11.363636363636363,1963.0,2024-11-14,Hyderabad,Tablet,analytics for data
A3238,Data Analytcis Course,148.0,4149.0,223.33,30.0,6.0,4.054054054054054,1318.0,2024-11-08,Hyderabad,Tablet,data analytics course
A3241,Data Analytics Corse,176.0,3753.0,201.76,11.0,4.0,2.272727272727273,1070.0,2024-11-07,Hyderabad,mobile,data anaytics training
A3243,Data Analytics Corse,136.0,4332.0,234.52,19.0,6.0,4.411764705882353,1162.0,2024-11-18,Hyderabad,DESKTOP,learn data analytics
A3244,Data Analytics Corse,150.0,4001.0,219.1,25.0,6.0,4.0,1365.0,2024-11-09,Hyderabad,TABLET,online data analytic
A3245,Data Analytics Corse,145.0,4436.0,190.63,13.0,10.0,6.896551724137931,1502.0,2024-11-21,Hyderabad,tablet,data analytics course
A3246,DataAnalyticsCourse,165.0,5661.0,215.57,28.0,6.0,3.6363636363636362,1848.0,2024-11-02,Hyderabad,DESKTOP,data analitics online
A3257,Data Analytcis Course,182.0,4575.0,233.74,24.0,10.0,5.4945054945054945,1844.0,2024-11-13,Hyderabad,MOBILE,learn data analytics
A3261,Data Anlytics Corse,165.0,3150.0,190.3,18.0,3.0,1.8181818181818181,1129.0,2024-11-18,Hyderabad,DESKTOP,data anaytics training
A3269,DataAnalyticsCourse,80.0,5653.0,228.06,19.0,8.0,10.0,1795.0,2024-11-13,Hyderabad,Tablet,analytics for data
A3272,Data Analytics Corse,180.0,3102.0,198.37,19.0,3.0,1.6666666666666667,1505.0,2024-11-29,Hyderabad,Mobile,online data analytic
A3280,Data Anlytics Corse,140.0,5800.0,215.57,22.0,9.0,6.428571428571428,1369.0,2024-11-14,Hyderabad,TABLET,data analytics course
A3282,Data Analytics Corse,101.0,3449.0,188.39,16.0,10.0,9.900990099009901,1318.0,2024-11-08,Hyderabad,desktop,online data analytic
A3284,Data Anlytics Corse,142.0,5365.0,237.95,17.0,10.0,7.042253521126761,1548.0,2024-11-27,Hyderabad,Tablet,data analitics online
A3289,Data Anlytics Corse,171.0,4307.0,220.89,20.0,8.0,4.678362573099415,1187.0,2024-11-01,Hyderabad,tablet,data analitics online
A3291,Data Analytics Corse,169.0,3589.0,237.83,15.0,3.0,1.7751479289940828,1754.0,2024-11-21,Hyderabad,MOBILE,analytics for data
A3294,DataAnalyticsCourse,189.0,5624.0,248.03,23.0,7.0,3.7037037037037033,1505.0,2024-11-10,Hyderabad,TABLET,analytics for data
A3295,Data Analytics Corse,124.0,5931.0,214.41,21.0,3.0,2.4193548387096775,1906.0,2024-11-05,Hyderabad,tablet,online data analytic
A3296,DataAnalyticsCourse,138.0,5891.0,247.47,14.0,7.0,5.072463768115942,1138.0,2024-11-14,Hyderabad,DESKTOP,online data analytic
A3299,DataAnalyticsCourse,151.0,5403.0,180.74,22.0,3.0,1.9867549668874174,1610.0,2024-11-29,Hyderabad,tablet,data analitics online
A3304,Data Anlytics Corse,131.0,5528.0,182.38,27.0,6.0,4.580152671755725,1168.0,2024-11-03,Hyderabad,Desktop,analytics for data
A3314,Data Analytics Corse,140.0,3154.0,212.73,21.0,4.0,2.857142857142857,1024.0,2024-11-14,Hyderabad,TABLET,learn data analytics
A3315,Data Analytics Corse,134.0,3700.0,226.57,28.0,7.0,5.223880597014925,1836.0,2024-11-04,Hyderabad,Tablet,data analitics online
A3321,Data Analytics Corse,135.0,4740.0,235.55,24.0,4.0,2.9629629629629632,1715.0,2024-11-07,Hyderabad,DESKTOP,analytics for data
A3322,DataAnalyticsCourse,87.0,4379.0,209.25,29.0,10.0,11.494252873563218,1348.0,2024-11-05,Hyderabad,DESKTOP,learn data analytics
A3325,Data Anlytics Corse,84.0,5652.0,191.93,30.0,8.0,9.523809523809524,1729.0,2024-11-13,Hyderabad,MOBILE,data analitics online
A3329,Data Analytcis Course,133.0,4241.0,197.26,25.0,9.0,6.7669172932330826,1325.0,2024-11-26,Hyderabad,TABLET,data anaytics training
A3332,Data Analytics Corse,157.0,4062.0,223.72,24.0,8.0,5.095541401273886,1505.0,2024-11-25,Hyderabad,TABLET,data analitics online
A3334,Data Analytics Corse,175.0,3958.0,193.52,23.0,8.0,4.571428571428571,1064.0,2024-11-04,Hyderabad,mobile,data analytics course
A3336,Data Analytics Corse,127.0,4226.0,184.46,10.0,9.0,7.086614173228346,1427.0,2024-11-08,Hyderabad,Desktop,data analytics course
A3340,Data Analytcis Course,146.0,5075.0,215.57,13.0,9.0,6.164383561643835,1353.0,2024-11-26,Hyderabad,tablet,analytics for data
A3344,Data Analytcis Course,151.0,4107.0,183.81,21.0,10.0,6.622516556291391,1872.0,2024-11-11,Hyderabad,Desktop,data analytics course
A3347,Data Analytics Corse,161.0,3160.0,229.71,17.0,3.0,1.8633540372670807,1817.0,2024-11-01,Hyderabad,Mobile,data anaytics training
A3353,DataAnalyticsCourse,140.0,4507.0,200.54,30.0,5.0,3.571428571428571,1505.0,2024-11-01,Hyderabad,desktop,analytics for data
A3356,Data Analytcis Course,119.0,4322.0,183.0,24.0,5.0,4.201680672268908,1108.0,2024-11-06,Hyderabad,mobile,data analitics online
A3358,DataAnalyticsCourse,152.0,5007.0,208.84,19.0,10.0,6.578947368421052,1628.0,2024-11-24,Hyderabad,mobile,online data analytic
A3360,Data Analytics Corse,120.0,4229.0,244.13,20.0,9.0,7.5,1380.0,2024-11-12,Hyderabad,desktop,data analytics course
A3362,Data Analytcis Course,116.0,5001.0,186.67,17.0,5.0,4.310344827586207,1340.0,2024-11-07,Hyderabad,DESKTOP,analytics for data
A3363,Data Anlytics Corse,93.0,3802.0,215.52,22.0,7.0,7.526881720430108,1513.0,2024-11-23,Hyderabad,mobile,online data analytic
A3364,DataAnalyticsCourse,159.0,5584.0,249.46,18.0,8.0,5.031446540880504,1176.0,2024-11-09,Hyderabad,DESKTOP,analytics for data
A3366,Data Analytcis Course,136.0,5714.0,190.3,19.0,8.0,5.88235294117647,1694.0,2024-11-30,Hyderabad,Desktop,data anaytics training
A3367,DataAnalyticsCourse,159.0,5025.0,208.68,16.0,4.0,2.515723270440252,1779.0,2024-11-21,Hyderabad,mobile,online data analytic
A3371,Data Analytics Corse,166.0,3546.0,221.99,10.0,3.0,1.8072289156626504,1796.0,2024-11-12,Hyderabad,desktop,learn data analytics
A3373,DataAnalyticsCourse,140.0,3580.0,223.48,21.0,6.0,4.285714285714286,1555.0,2024-11-27,Hyderabad,TABLET,data analytics course
A3376,DataAnalyticsCourse,80.0,4413.0,245.4,10.0,5.0,6.25,1650.0,2024-11-03,Hyderabad,Mobile,data analytics course
A3382,Data Anlytics Corse,198.0,3926.0,195.25,25.0,7.0,3.535353535353535,1060.0,2024-11-12,Hyderabad,Desktop,data analitics online
A3383,Data Analytcis Course,87.0,4154.0,232.88,13.0,3.0,3.4482758620689653,1099.0,2024-11-10,Hyderabad,Desktop,online data analytic
A3384,Data Analytcis Course,101.0,3286.0,196.59,12.0,9.0,8.91089108910891,1034.0,2024-11-02,Hyderabad,Tablet,analytics for data
A3386,Data Anlytics Corse,111.0,5689.0,195.94,12.0,4.0,3.6036036036036037,1377.0,2024-11-14,Hyderabad,desktop,analytics for data
A3391,DataAnalyticsCourse,153.0,4027.0,182.11,10.0,5.0,3.2679738562091507,1332.0,2024-11-28,Hyderabad,TABLET,learn data analytics
A3396,Data Analytcis Course,97.0,3370.0,236.35,20.0,7.0,7.216494845360824,1505.0,2024-11-04,Hyderabad,Mobile,data analytics course
A3401,Data Analytics Corse,187.0,4793.0,186.41,30.0,9.0,4.81283422459893,1120.0,2024-11-03,Hyderabad,DESKTOP,data analytics course
A3407,Data Anlytics Corse,100.0,5781.0,202.96,30.0,7.0,7.000000000000001,1132.0,2024-11-18,Hyderabad,Desktop,data anaytics training
A3409,Data Analytcis Course,89.0,3915.0,207.63,10.0,7.0,7.865168539325842,1454.0,2024-11-02,Hyderabad,Desktop,data analytics course
A3411,Data Analytics Corse,153.0,3225.0,240.34,20.0,8.0,5.228758169934641,1313.0,2024-11-28,Hyderabad,tablet,data analitics online
A3414,Data Anlytics Corse,189.0,5740.0,231.73,28.0,5.0,2.6455026455026456,1306.0,2024-11-03,Hyderabad,TABLET,online data analytic
A3417,Data Anlytics Corse,174.0,3957.0,181.56,12.0,3.0,1.7241379310344827,1385.0,2024-11-02,Hyderabad,desktop,data anaytics training
A3419,Data Anlytics Corse,190.0,3455.0,213.11,18.0,7.0,3.684210526315789,1730.0,2024-11-13,Hyderabad,Desktop,data anaytics training
A3423,Data Analytics Corse,197.0,3253.0,243.38,17.0,3.0,1.5228426395939088,1606.0,2024-11-22,Hyderabad,Tablet,data analytics course
A3425,Data Analytics Corse,128.0,3153.0,236.34,16.0,6.0,4.6875,1050.0,2024-11-09,Hyderabad,Desktop,online data analytic
A3429,Data Analytics Corse,138.0,3961.0,247.45,13.0,3.0,2.1739130434782608,1601.0,2024-11-18,Hyderabad,mobile,data analytics course
A3434,DataAnalyticsCourse,125.0,3808.0,191.42,29.0,7.0,5.6000000000000005,1783.0,2024-11-10,Hyderabad,TABLET,data analytics course
A3435,Data Anlytics Corse,175.0,3938.0,186.09,22.0,9.0,5.142857142857142,1218.0,2024-11-05,Hyderabad,mobile,analytics for data
A3438,Data Analytics Corse,182.0,5466.0,206.3,26.0,4.0,2.197802197802198,1816.0,2024-11-18,Hyderabad,tablet,data analytics course
A3440,Data Analytcis Course,168.0,4904.0,220.19,23.0,6.0,3.571428571428571,1870.0,2024-11-11,Hyderabad,Desktop,learn data analytics
A3443,DataAnalyticsCourse,113.0,3532.0,247.57,29.0,6.0,5.3097345132743365,1273.0,2024-11-20,Hyderabad,Mobile,learn data analytics
A3449,Data Analytics Corse,184.0,5983.0,242.62,25.0,6.0,3.260869565217391,1538.0,2024-11-03,Hyderabad,Desktop,data analytics course
A3450,Data Anlytics Corse,167.0,5051.0,202.95,21.0,10.0,5.9880239520958085,1812.0,2024-11-10,Hyderabad,Mobile,learn data analytics
A3457,Data Analytics Corse,150.0,4409.0,223.45,23.0,7.0,4.666666666666667,1578.0,2024-11-13,Hyderabad,DESKTOP,learn data analytics
A3461,Data Anlytics Corse,187.0,3289.0,186.04,23.0,5.0,2.6737967914438503,1645.0,2024-11-06,Hyderabad,Desktop,data analytics course
A3462,DataAnalyticsCourse,172.0,4441.0,209.18,17.0,10.0,5.813953488372093,1505.0,2024-11-29,Hyderabad,desktop,data analitics online
A3463,Data Analytcis Course,105.0,3000.0,185.97,17.0,6.0,5.714285714285714,1993.0,2024-11-29,Hyderabad,mobile,data analitics online
A3464,Data Anlytics Corse,181.0,4156.0,245.68,22.0,10.0,5.524861878453039,1336.0,2024-11-14,Hyderabad,MOBILE,learn data analytics
A3465,Data Analytics Corse,172.0,5314.0,240.69,14.0,9.0,5.232558139534884,1998.0,2024-11-23,Hyderabad,TABLET,learn data analytics
A3471,Data Analytics Corse,116.0,4689.0,198.9,27.0,3.0,2.586206896551724,1553.0,2024-11-24,Hyderabad,MOBILE,data anaytics training
A3472,Data Analytcis Course,148.0,3907.0,199.43,11.0,7.0,4.72972972972973,1253.0,2024-11-20,Hyderabad,Desktop,data analitics online
A3479,Data Analytics Corse,140.0,3699.0,186.22,23.0,7.0,5.0,1218.0,2024-11-23,Hyderabad,Tablet,analytics for data
A3480,DataAnalyticsCourse,172.0,5955.0,216.07,15.0,7.0,4.069767441860465,1323.0,2024-11-02,Hyderabad,Mobile,learn data analytics
A3482,Data Anlytics Corse,148.0,3884.0,233.46,14.0,5.0,3.3783783783783785,1138.0,2024-11-11,Hyderabad,mobile,data analitics online
A3484,Data Anlytics Corse,168.0,5384.0,235.64,28.0,3.0,1.7857142857142856,1505.0,2024-11-16,Hyderabad,Mobile,data analytics course
A3487,Data Analytcis Course,136.0,3705.0,212.05,16.0,9.0,6.61764705882353,1471.0,2024-11-14,Hyderabad,desktop,analytics for data
A3489,Data Anlytics Corse,157.0,4026.0,192.69,19.0,3.0,1.910828025477707,1028.0,2024-11-09,Hyderabad,TABLET,analytics for data
A3491,Data Analytcis Course,137.0,5244.0,187.79,20.0,7.0,5.109489051094891,1915.0,2024-11-11,Hyderabad,Tablet,online data analytic
A3492,Data Anlytics Corse,121.0,5220.0,200.98,21.0,5.0,4.132231404958678,1773.0,2024-11-13,Hyderabad,DESKTOP,data analitics online
A3493,Data Analytcis Course,169.0,5430.0,233.01,27.0,7.0,4.142011834319527,2000.0,2024-11-10,Hyderabad,mobile,learn data analytics
A3494,Data Anlytics Corse,83.0,4693.0,188.45,24.0,6.0,7.228915662650602,1539.0,2024-11-16,Hyderabad,Mobile,analytics for data
A3495,DataAnalyticsCourse,175.0,4723.0,237.92,19.0,7.0,4.0,1906.0,2024-11-12,Hyderabad,Mobile,online data analytic
A3496,Data Analytics Corse,123.0,5812.0,180.11,25.0,4.0,3.2520325203252036,1293.0,2024-11-21,Hyderabad,TABLET,data analitics online
A3500,Data Analytics Corse,185.0,4803.0,248.77,30.0,5.0,2.7027027027027026,1806.0,2024-11-05,Hyderabad,Mobile,learn data analytics
A3509,Data Analytcis Course,140.0,3003.0,210.63,16.0,10.0,7.142857142857142,1756.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A3510,DataAnalyticsCourse,142.0,3348.0,242.31,12.0,8.0,5.633802816901409,1220.0,2024-11-21,Hyderabad,TABLET,online data analytic
A3514,Data Analytcis Course,181.0,3652.0,206.2,27.0,7.0,3.867403314917127,1690.0,2024-11-03,Hyderabad,TABLET,analytics for data
A3516,Data Analytcis Course,167.0,5503.0,232.28,19.0,9.0,5.389221556886228,1644.0,2024-11-05,Hyderabad,MOBILE,data anaytics training
A3517,Data Anlytics Corse,189.0,4955.0,215.87,21.0,3.0,1.5873015873015872,1238.0,2024-11-17,Hyderabad,MOBILE,data analitics online
A3520,Data Analytcis Course,181.0,5171.0,208.69,14.0,4.0,2.209944751381215,1628.0,2024-11-23,Hyderabad,mobile,data analytics course
A3521,Data Anlytics Corse,140.0,4878.0,183.26,25.0,3.0,2.142857142857143,1986.0,2024-11-23,Hyderabad,DESKTOP,learn data analytics
A3522,Data Analytics Corse,127.0,3682.0,215.57,21.0,9.0,7.086614173228346,1384.0,2024-11-22,Hyderabad,TABLET,data anaytics training
A3526,Data Analytics Corse,155.0,4676.0,219.3,26.0,7.0,4.516129032258064,1787.0,2024-11-02,Hyderabad,tablet,learn data analytics
A3527,Data Analytcis Course,185.0,4507.0,208.41,25.0,3.0,1.6216216216216217,1006.0,2024-11-13,Hyderabad,mobile,data anaytics training
A3529,Data Anlytics Corse,198.0,5736.0,227.53,14.0,9.0,4.545454545454546,1607.0,2024-11-18,Hyderabad,mobile,learn data analytics
A3530,Data Analytics Corse,184.0,3641.0,189.0,22.0,7.0,3.804347826086957,1905.0,2024-11-15,Hyderabad,TABLET,data anaytics training
A3531,Data Anlytics Corse,190.0,5429.0,243.6,23.0,8.0,4.2105263157894735,1505.0,2024-11-23,Hyderabad,TABLET,data analytics course
A3534,Data Analytics Corse,172.0,3612.0,191.27,25.0,10.0,5.813953488372093,1243.0,2024-11-18,Hyderabad,Mobile,analytics for data
A3536,DataAnalyticsCourse,144.0,5968.0,224.21,21.0,6.0,4.166666666666666,1993.0,2024-11-10,Hyderabad,DESKTOP,online data analytic
A3537,Data Analytics Corse,148.0,5431.0,216.71,20.0,6.0,4.054054054054054,1200.0,2024-11-20,Hyderabad,MOBILE,online data analytic
A3539,DataAnalyticsCourse,143.0,4701.0,222.43,29.0,4.0,2.797202797202797,1953.0,2024-11-07,Hyderabad,tablet,data analitics online
A3541,Data Anlytics Corse,172.0,5295.0,204.31,26.0,8.0,4.651162790697675,1218.0,2024-11-29,Hyderabad,tablet,data analytics course
A3542,Data Anlytics Corse,121.0,3577.0,239.27,29.0,3.0,2.479338842975207,1735.0,2024-11-26,Hyderabad,Desktop,data analitics online
A3544,DataAnalyticsCourse,137.0,4287.0,231.9,14.0,7.0,5.109489051094891,1829.0,2024-11-29,Hyderabad,DESKTOP,analytics for data
A3550,Data Anlytics Corse,170.0,5380.0,204.62,20.0,4.0,2.3529411764705883,1473.0,2024-11-15,Hyderabad,DESKTOP,data analytics course
A3555,Data Analytics Corse,164.0,4725.0,224.43,18.0,10.0,6.097560975609756,1140.0,2024-11-30,Hyderabad,Mobile,data anaytics training
A3556,Data Anlytics Corse,94.0,5762.0,202.12,23.0,5.0,5.319148936170213,1694.0,2024-11-23,Hyderabad,tablet,online data analytic
A3558,Data Analytcis Course,194.0,4198.0,217.66,16.0,10.0,5.154639175257731,1619.0,2024-11-29,Hyderabad,tablet,online data analytic
A3563,DataAnalyticsCourse,108.0,5245.0,227.35,12.0,5.0,4.62962962962963,1384.0,2024-11-27,Hyderabad,Tablet,data anaytics training
A3567,DataAnalyticsCourse,141.0,5451.0,246.96,13.0,4.0,2.8368794326241136,1725.0,2024-11-12,Hyderabad,Tablet,learn data analytics
A3569,Data Anlytics Corse,176.0,4285.0,245.13,28.0,9.0,5.113636363636364,1321.0,2024-11-08,Hyderabad,mobile,learn data analytics
A3576,Data Anlytics Corse,129.0,3482.0,184.89,23.0,9.0,6.976744186046512,1667.0,2024-11-29,Hyderabad,MOBILE,online data analytic
A3577,Data Analytcis Course,91.0,4893.0,222.3,29.0,10.0,10.989010989010989,1430.0,2024-11-21,Hyderabad,Mobile,learn data analytics
A3578,Data Anlytics Corse,140.0,3075.0,239.32,12.0,10.0,7.142857142857142,1966.0,2024-11-22,Hyderabad,Mobile,data analytics course
A3586,DataAnalyticsCourse,186.0,3314.0,237.84,11.0,5.0,2.6881720430107525,1864.0,2024-11-05,Hyderabad,TABLET,data analitics online
A3597,Data Anlytics Corse,113.0,3808.0,233.25,18.0,4.0,3.5398230088495577,1085.0,2024-11-02,Hyderabad,desktop,data anaytics training
A3598,Data Analytics Corse,196.0,5853.0,220.13,16.0,7.0,3.571428571428571,1558.0,2024-11-08,Hyderabad,Tablet,data anaytics training
